0.000000e+00 1.800000e+00 
1.000000e-12 1.800233e+00 
2.000000e-12 1.800465e+00 
4.000000e-12 1.800926e+00 
8.000000e-12 1.801836e+00 
1.600000e-11 1.803617e+00 
3.200000e-11 1.807123e+00 
6.400000e-11 1.793675e+00 
1.000000e-10 1.709772e+00 
1.064000e-10 1.686727e+00 
1.192000e-10 1.640747e+00 
1.448000e-10 1.549452e+00 
1.960000e-10 1.369565e+00 
2.984000e-10 1.021178e+00 
4.984000e-10 4.125998e-01 
6.984000e-10 6.999731e-02 
8.984000e-10 1.323838e-03 
1.038101e-09 2.199481e-04 
1.201309e-09 2.072775e-05 
1.401309e-09 1.133257e-06 
1.601309e-09 1.269682e-06 
1.801309e-09 1.243331e-06 
2.001309e-09 1.261740e-06 
2.100000e-09 1.242243e-06 
2.110000e-09 -1.206213e-03 
2.130000e-09 -3.854869e-03 
2.170000e-09 1.608068e-02 
2.200000e-09 8.058350e-02 
2.205193e-09 9.752020e-02 
2.215578e-09 1.312612e-01 
2.236349e-09 1.979533e-01 
2.277891e-09 3.281973e-01 
2.360975e-09 5.761971e-01 
2.527142e-09 1.018724e+00 
2.727142e-09 1.419753e+00 
2.927142e-09 1.648708e+00 
3.127142e-09 1.747646e+00 
3.327142e-09 1.783081e+00 
3.527142e-09 1.794673e+00 
3.727142e-09 1.798337e+00 
3.927142e-09 1.799482e+00 
4.000000e-09 1.799649e+00 
4.010000e-09 1.801901e+00 
4.030000e-09 1.806349e+00 
4.070000e-09 1.781555e+00 
4.100000e-09 1.705514e+00 
4.108000e-09 1.676737e+00 
4.124000e-09 1.619356e+00 
4.156000e-09 1.505638e+00 
4.220000e-09 1.282465e+00 
4.348000e-09 8.547252e-01 
4.548000e-09 2.999953e-01 
4.748000e-09 3.494368e-02 
4.948000e-09 9.967526e-05 
5.091624e-09 1.614394e-05 
5.255346e-09 2.553698e-06 
5.455346e-09 1.235886e-06 
5.655346e-09 1.260298e-06 
5.855346e-09 1.247775e-06 
6.055346e-09 1.256699e-06 
6.100000e-09 1.246558e-06 
6.120000e-09 -2.412285e-03 
6.160000e-09 6.496495e-03 
6.200000e-09 8.179197e-02 
6.207610e-09 1.065613e-01 
6.222830e-09 1.558163e-01 
6.253270e-09 2.526341e-01 
6.314151e-09 4.395507e-01 
6.435912e-09 7.863136e-01 
6.635912e-09 1.257398e+00 
6.835912e-09 1.564559e+00 
7.035912e-09 1.714001e+00 
7.235912e-09 1.771535e+00 
7.435912e-09 1.790960e+00 
7.635912e-09 1.797171e+00 
7.835912e-09 1.799118e+00 
8.000000e-09 1.799650e+00 
8.010000e-09 1.801902e+00 
8.030000e-09 1.806350e+00 
8.070000e-09 1.781555e+00 
8.100000e-09 1.705515e+00 
8.108000e-09 1.676738e+00 
8.124000e-09 1.619357e+00 
8.156000e-09 1.505638e+00 
8.220000e-09 1.282466e+00 
8.348000e-09 8.547258e-01 
8.548000e-09 2.999957e-01 
8.748000e-09 3.494377e-02 
8.948000e-09 9.967706e-05 
9.091624e-09 1.614423e-05 
9.255346e-09 2.553723e-06 
9.455346e-09 1.235886e-06 
9.655346e-09 1.260298e-06 
9.855346e-09 1.247775e-06 
1.000000e-08 1.256991e-06 
